key,original,translation,context
RightShift,Shift Up,,上档
LeftControl,Control,,控制
RightControl,Control,,控制
LeftAlt,Shift,,换挡
RightAlt,Shift,,换挡
Space,Space,,空格
Backspace,Backspace,,退格
Return,Enter,,回车
Escape,ESC,,ESC
KeypadEnter,Enter,,回车
Alpha0,0,,0
Alpha1,1,,1
Alpha2,2,,2
Alpha3,3,,3
Alpha4,4,,4
Alpha5,5,,5
Alpha6,6,,6
Alpha7,7,,7
Alpha8,8,,8
Alpha9,9,,9
Keypad0,*0,,*0
Keypad1,*1,,*1
Keypad2,*2,,*2
Keypad3,*3,,*3
Keypad4,*4,,*4
Keypad5,*5,,*5
Keypad6,*6,,*6
Keypad7,*7,,*7
Keypad8,*8,,*8
Keypad9,*9,,*9
BackQuote,`,,`
HotkeyEditTip,Please Enter Key (Press ESC to Delete Shortcut),,请输入按键（按ESC删除快捷键）
InvalidInput,Invalid Input,,无效输入
HotkeyConflictConfirm,"Conflicts with the key {0} ({1}), clicking OK will delete the shortcut key of {0}",,与【{0}】({1})按键冲突，点击确定将会删除【{0}】的快捷键
SettingNonSaveConfirm,Do you want to keep the changes?,,是否要保留更改？
SettingTitle_Music,Background Music,,背景音乐
SettingTitle_Sfx,Game Sound Effects,,游戏音效
SettingTitle_DiaplayMode,Display Mode,,显示模式
SettingTitle_Resolution,Resolution Selection,,分辨率选择
ScreenDisplayMode_FullScreen,Full Screen Mode,,全屏模式
ScreenDisplayMode_Window,Window Mode,,窗口模式
ScreenDisplayMode_NoFrame,Borderless Window Mode,,无边框窗口模式
SettingTitle_Language,Language,,语言
SettingTitle_AutoSaveInterval,Auto Save Time,,自动存档时间
SettingTitle_Font,Font,,字体
Font0,Pixel Font,,像素字体
Font1,Regular Font,,普通字体
SettingValue_AutoSaveInterval,{0} minutes,,{0}分钟
SettingTitle_ClickBattle,"Quickly switch between stealth, combat, and skip scenes",,快速切换潜行、战斗、跳过剧情
SettingTitle_BulkTrading,"Batch Buy, Sell, Appraise【Item quantity must be 5 or more】",,批量购买、出售、鉴定【物品数量需满足5个】
SettingTitle_RunInBackground,Game continues to run in the background,,游戏保持后台运行
SettingTitle_ClickStoryOption,Quickly select plot options,,快速选择剧情选项
SettingTitle_PressMouseRun,"When moving with the mouse, the default movement mode is running",,使用鼠标移动时，默认移动方式为跑
SettingTitle_KeyForceRun,"When moving with shortcut keys, the default movement mode is running",,使用快捷键移动时，默认移动方式为跑
SettingTitle_UseConsumableReconfirm,Confirmation required when using consumables,,使用消耗品时需再次确认
SettingTitle_BulkUseComsumable,Batch use available for some consumables,,使用部分消耗品时可批量使用
SettingTitle_AutoBattleWhenStart,Automatically start combat after battle opens,,战斗开启后默认开启自动战斗
SettingTitle_DoubleSpeedWhenStart,2x speed is the default after battle opens,,战斗开启后默认开启2倍速
SettingTitle_EpAndAccuAtkVisible,"MP, Rage continuously displayed after battle opens",,战斗开启后内力、怒气持续显示
SettingTitle_HpBarResident,HP continuously displayed after battle opens,,战斗开启后生命持续显示
SettingTitle_OneTouchBuyFromHighToLow,One-click buy in order from high to low grade,,一键购买根据品级由高到低的顺序进行购买
SettingTitle_OneTouchSellFromLowToHigh,One-click sell in order from low to high grade,,一键出售根据品级由低到高的顺序进行出售
SettingTitle_AutoSave,Open auto-save (only saves when switching scenes and after battles),,开启自动存档（仅切换场景和战斗结算时存档）
SettingTitle_AutoSaveWhenChangeSceneAndRoaming,Save every 10 minutes in free state (requires auto-save to be enabled),,自由状态下每10分钟进行一次存档（需要开启自动存档才能选择）
,,,
