key,original,translation,context
ItemName_凤鸟玉佩,Phoenix jade ornament,,凤鸟玉佩
ItemName_盗圣扳指,Bandit God's ring,,盗圣扳指
ItemName_神捕令,Crime Investigator Token,,神捕令
ItemName_平衡车,Balanced vehicle,,平衡车
ItemName_皇族玉佩,Royal jade ornament,,皇族玉佩
ItemName_金饭碗,Golden bowl,,金饭碗
ItemName_四海全舆图,Four Seas map,,四海全舆图
ItemName_调兵虎符,Troops deploying Tiger token,,调兵虎符
ItemName_传国玉玺,Imperial Seal,,传国玉玺
ItemName_千机钥,Heaven key,,千机钥
ItemName_免死金牌,Death-exemption Plate,,免死金牌
ItemName_高僧舍利,Eminent monk's Śarīra,,高僧舍利
ItemName_七宝佛珠,Seven Artifacts prayer beads,,七宝佛珠
ItemName_功德牌,Merit Plaque,,功德牌
ItemName_天穹之印,Seal of the Sky,,天穹之印
ItemName_苍生之印,Seal of the People,,苍生之印
ItemName_社稷之印,Seal of the State,,社稷之印
ItemName_虚日鼠兽环,Animal ring - The Mouse,,虚日鼠兽环
ItemName_牛金牛兽环,Animal ring - The Ox,,牛金牛兽环
ItemName_尾火虎兽环,Animal ring - The Tiger,,尾火虎兽环
ItemName_房日兔兽环,Animal ring - The Rabbit,,房日兔兽环
ItemName_亢金龙兽环,Animal ring - The Dragon,,亢金龙兽环
ItemName_翼火蛇兽环,Animal ring - The Snake,,翼火蛇兽环
ItemName_星日马兽环,Animal ring - The Horse,,星日马兽环
ItemName_鬼金羊兽环,Animal ring - The Goat,,鬼金羊兽环
ItemName_觜火猴兽环,Animal ring - The Monkey,,觜火猴兽环
ItemName_昴日鸡兽环,Animal ring - The Rooster,,昴日鸡兽环
ItemName_娄金狗兽环,Animal ring - The Dog,,娄金狗兽环
ItemName_室火猪兽环,Animal ring - The Pig,,室火猪兽环
ItemName_石灰粉,Lime powder,,石灰粉
ItemName_飞蝗石,Sharp stone,,飞蝗石
ItemName_袖箭,Shuriken,,袖箭
ItemName_铜钱镖,Throwing coin,,铜钱镖
ItemName_飞刀,Throwing blade,,飞刀
ItemName_鸡毛箭,Feather arrow,,鸡毛箭
ItemName_毒镖,Poisoned dart,,毒镖
ItemName_五毒梅花针,Five Poisons plum needle,,五毒梅花针
ItemName_铁胎丸,Steel ring,,铁胎丸
ItemName_霹雳弹,Thunder bullet,,霹雳弹
ItemName_玉毫针,Jade needle,,玉毫针
ItemName_霹雳雷火弹,Exploding thunder bullet,,霹雳雷火弹
ItemName_暴雨梨花钉,Violent storm pear needle,,暴雨梨花钉
ItemName_迷魂烟,Ecstasy smoke,,迷魂烟
ItemName_蚀筋化骨水,Bone melting liquid,,蚀筋化骨水
ItemName_夺命十三香,Killing fragrance,,夺命十三香
,,,
ItemName_铜钥匙,Bronze key,,铜钥匙
ItemName_西域珠宝,Xiyu treasure,,西域珠宝
ItemName_释门戒律,Temple rules,,释门戒律
ItemName_释门戒律（手抄本）,Temple rules (handwritten),,释门戒律（手抄本）
ItemName_破草鞋,Tattered shoes,,破草鞋
ItemName_柴王府请帖,Duke Chai's invitation card,,柴王府请帖
ItemName_铁胎弓,Steel bow,,铁胎弓
ItemName_杨家牌位,Yang Family memorial tablet,,杨家牌位
ItemName_风闻令牌,Rumor token,,风闻令牌
ItemName_账本,Ledger,,账本
ItemName_字迹潦草的信纸,Bad handwriting letter,,字迹潦草的信纸
ItemName_樵夫的钥匙,Woodcutter's key,,樵夫的钥匙
ItemName_王大锤的钥匙,Hammer Wang's key,,王大锤的钥匙
ItemName_略有磨损的钥匙,Damaged key,,略有磨损的钥匙
ItemName_尚武钥匙,Martial key,,尚武钥匙
ItemName_铁钥匙,Iron key,,铁钥匙
ItemName_孔一刀的钥匙,Blade Kong's key,,孔一刀的钥匙
ItemName_玛瑙石,Agate,,玛瑙石
ItemName_佛医经,Buddhist Medical Scripture,,佛医经
ItemName_金刚经,Diamond Sutra,,金刚经
ItemName_法华经,Lotus Sutra,,法华经
ItemName_多心经,Heart Sutra,,多心经
ItemName_兽环图录,Animal rings record,,兽环图录
ItemName_染血密信,Bloodied letter,,染血密信
ItemName_花四娘的钥匙,Hua Siniang's key,,花四娘的钥匙
ItemName_白玉钥匙,Jade key,,白玉钥匙
ItemName_山寨牢房钥匙,Bandit camp prison key,,山寨牢房钥匙
ItemName_霖安牢房钥匙,Lin'an prison key,,霖安牢房钥匙
ItemName_银钥匙,SIlver key,,银钥匙
ItemName_楚襄牢房钥匙,Chuxiang prison key,,楚襄牢房钥匙
ItemName_大梁牢房钥匙,Daliang prison key,,大梁牢房钥匙
ItemName_英雄帖,Hero Card,,英雄帖
ItemName_花四娘的手帕,Hua Siniang's handkerchief,,花四娘的手帕
ItemName_燕子窝密室钥匙,Nest of Swallow secret chamber key,,燕子窝密室钥匙
ItemName_“燕”字纸条,"""NEST"" note",,“燕”字纸条
ItemName_“子”字纸条,"""OF"" note",,“子”字纸条
ItemName_“窝”字纸条,"""SWALLOW"" note",,“窝”字纸条
ItemName_地煞牌,Earthly Fiend Card,,地煞牌
ItemName_虎头牌,Tiger Head Card,,虎头牌
ItemName_武备库钥匙,Armory key,,武备库钥匙
ItemName_马王洞密室钥匙,Horse King Cave secret chamber key,,马王洞密室钥匙
ItemName_软垫,Soft cushion,,软垫
ItemName_官印,Official seal,,官印
ItemName_老婆婆特制檀香,Old woman's special incense,,老婆婆特制檀香
ItemName_摸金门密室钥匙,Tomb Raider secret chamber key,,摸金门密室钥匙
ItemName_残破的羊皮碎片·一,Tattered leather note - One,,残破的羊皮碎片·一
ItemName_残破的羊皮碎片·二,Tattered leather note - Two,,残破的羊皮碎片·二
ItemName_残破的羊皮碎片·三,Tattered leather note - Three,,残破的羊皮碎片·三
ItemName_神捕门牢房钥匙,Crime Investigation Bureau prison key,,神捕门牢房钥匙
ItemName_吕文桓的书信,Lu Wenhuan's letter,,吕文桓的书信
ItemName_行辕大营牢房钥匙,Royal camp prison key,,行辕大营牢房钥匙
ItemName_叶家军机要钥匙,Ye Family Battalion secret key,,叶家军机要钥匙
ItemName_如来经译本·上卷,Translation of Vairocana Sutra - First half,,如来经译本·上卷
ItemName_如来经译本·下卷,Translation of Vairocana Sutra - Second half,,如来经译本·下卷
ItemName_大日如来经（梵文）,Vairocana Solar Sutra (Sanskrit),,大日如来经·梵文
ItemName_梵文解译,Sanskrit dictionary,,梵文解译
ItemName_龙树菩萨养性方,Dragon Tree Buddha medical recipe,,龙树菩萨养性方
ItemName_妙法莲华经,Lotus Sutra of Wondrous Dharma,,妙法莲华经
ItemName_楞伽经,Lankavatara Sutra,,楞伽经
ItemName_完颜乌珠的密信,Huanyan Wuzhu's secret letter,,完颜乌珠的密信
ItemName_仁字玉竹,"""Benevolence"" inscripted jade bamboo",,仁字玉竹
ItemName_义字玉竹,"""Righteous"" inscripted jade bamboo",,义字玉竹
ItemName_礼字玉竹,"""Propriety"" inscripted jade bamboo",,礼字玉竹
ItemName_智字玉竹,"""Wisdom"" inscripted jade bamboo",,智字玉竹
ItemName_信字玉竹,"""Trustworthy"" inscripted jade bamboo",,信字玉竹
ItemName_治疗腿疾的药,Medicine for legs,,治疗腿疾的药
ItemName_齐王引荐信,Qi Wang Recommendation Letter,,齐王引荐信
ItemName_巧舌秘典,Eloquent Secret Book,,巧舌秘典
ItemName_商道通鉴,Business Mirror,,商道通鉴
ItemName_风水秘术,Feng Shui Secret Art,,风水秘术
ItemName_地理图志,Geographical Atlas,,地理图志
ItemName_百兽通志,Beast Compendium,,百兽通志
ItemName_太上感应篇,Supreme Induction Chapter,,太上感应篇
ItemName_三十三剑客图,Thirty-three Swordsmen Picture,,三十三剑客图
ItemName_礼书通故,Ritual Book,,礼书通故
ItemName_玉台新咏,Jade Platform New Song,,玉台新咏
ItemName_推背图,Push Back Picture,,推背图
ItemName_康王手谕,Kang Wang's Hand Decree,,康王手谕
ItemName_齐王手谕,Qi Wang's Hand Decree,,齐王手谕
ItemName_奇怪气味的书信,Letter with a Strange Smell,,奇怪气味的书信
ItemName_率意帖（摹本）,Outspoken Letter (fake),,率意帖（摹本）
ItemName_溪山行旅图（摹本）,Mountain Stream Travel Painting (fake),,溪山行旅图（摹本）
ItemName_呕血谱（摹本）,Blood Vomitting Kifu (fake),,呕血谱（摹本）
ItemName_广陵散（摹本）,Guangling Melody (fake),,广陵散（摹本）
ItemName_燕国布防图,Yan Army military map,,燕军布防图
ItemName_武经七书,Martial Sutra Seven Books,,武经七书
ItemName_金钥匙,Gold key,,金钥匙
ItemName_蟠龙钥匙,Dragon key,,蟠龙钥匙
ItemName_叶家军布防图,Ye Family Battalion military map,,叶家军布防图
ItemName_天罡牌,Heaven Spirits Card,,天罡牌
ItemName_龙头牌,Dragon Head Card,,龙头牌
ItemName_藏兵阁密钥,Weapon Pavilion key,,藏兵阁密钥
ItemName_神剑匙,Sacred Sword key,,神剑匙
ItemName_三生石,Wedding Stone,,三生石
