key,original,translation,context
M1700-1_options7,[Run away] Don't cross the river for now.,,[离开]暂不渡河。
End001_name,Supreme Dominance,,唯我独尊
End001_overview,"Eliminate the Confucius Temple, Shifa Temple, Taoist Sect, and Nine Factions Sect.",,将儒圣馆、释法寺、道玄宗、九流门灭派。
End002_name,Leader of the Martial World,,江湖共主
End002_overview,"Relations with Confucius Temple, Shifa Temple, Taoist Sect, and Nine Factions Sect reach Worship.",,儒圣馆、释法寺、道玄宗、九流门关系达到崇拜。
End003_name,Great Hero,,侠之大者
End003_overview,"Benevolence, Righteousness, Propriety, Wisdom, Faith, and Courage reach 100, main character reaches level 50.",,仁义礼智信勇达到100，主角达到50级。
M2072-1_name,Longquan Sword Test,,龙泉试剑
M2072-1_overview,Participate in the Longquan Sword Test Tournament at the Sword Test Platform near the Sword Manor.,,到藏剑山庄附近的试剑台参加龙泉试剑大会。
M2072-2_name,Dragonfly Shakes the Big Tree,,蚍蜉撼大树
M2072-2_overview,Go to the Sword Test Platform to see what the people from Dragonfly City are up to.,,到试剑台看看蚍蜉城那帮人弄什么玄虚。
1001_name,——,,——
1001_overview,——,,——
1002_name,Find a way to make money.,,想办法挣钱
1002_overview,Save up 1000 Wen as soon as possible.,,尽快攒够1000文钱。
1002_1_name,Save money to pay off debts,,攒钱还债
1002_1_overview,Find the <color=#c44b0e>innkeeper</color> to redeem your belongings.,,找<color=#c44b0e>客栈老板娘</color>赎回自己的东西。
1002_1_options01_01,[Pay] Help the innkeeper pay <color=#c44b0e>1000 Wen</color>.,,[付钱]帮老板娘垫付<color=#c44b0e>1000文钱</color>。
1002_1_options01_02,[Fight] Drive away this unreasonable guy.,,[战斗]赶走这无理取闹的家伙。
1002_1_options01_03,[Silence] Keep a low profile to stay safe.,,[沉默]明哲保身不出风头。
1002_2_name,Save money to pay off debts (not displayed),,攒钱还债（不显示）
1002_2_overview,Not enough money to face the innkeeper.,,钱不够进客栈无颜面对老板娘。
1002_3_name,Escape from the fight (not displayed),,战斗中脱逃（不显示）
1002_3_overview,Being ridiculed by the innkeeper.,,被老板娘奚落。
1003_name,Retrieve the jewelry box,,找回首饰盒
1003_overview,Run away from the inn and catch up with the sleazy middle-aged man,,离开客栈赶紧追上猥琐中年汉子
1003-A_name,Retrieve the jewelry box,,找回首饰盒
1003-A_overview,"Found the sleazy man lingering under a big tree outside the bandit camp, not knowing what he's doing",,发现猥琐汉子在山寨外的大树下停留，不知在做些什么
1003-A_options01_01,[Fight] Go and ask for the jewelry box,,[战斗]过去索要首饰盒
1003-A_options01_02,[Silence] Wait and see,,[沉默]静观其变
1003-B_name,Retrieve the jewelry box,,找回首饰盒
1003-B_overview,"Didn't catch up with the sleazy man, he probably has entered the Blue Wind Camp",,没有追上猥琐汉子，估计已经进了青风寨
1003-C_name,Retrieve the jewelry box,,找回首饰盒
1003-C_overview,Return the retrieved jewelry box to the innkeeper,,把找回的首饰盒交还给客栈老板娘
1003-D_name,Search for someone in Blue Wind Camp,,青风寨寻人
1003-D_overview,Enter Blue Wind Camp to find the sleazy man and get back the jewelry box,,进入青风寨把猥琐汉子找出来，要回首饰盒
1004_name,Show off your martial arts,,耀武扬威
1004_overview,,,
1004_options01_01,[Fight] Drive away the guys from Blue Wind Camp,,[战斗]出手赶跑青风寨的家伙
1004_options01_02,[Silence] Better not to draw attention,,[沉默]还是不要出风头的好
1004-A_name,Prepare for the battle,,临阵磨枪
1004-A_overview,"The people from Blue Wind Camp threatened to trouble Nameless village in a day, need to improve strength as soon as possible",,青风寨的人扬言一日后要找无名小村的麻烦，得尽快提升实力应对不测
1005_name,"Tong Daofu came to the village, he destroyed the village",,佟道辅到村子 村子是他灭的
1005_overview,,,
1006_name,"Tong Daofu came to the village, he didn't destroy the village",,佟道辅到村子 村子不是他灭的
1006_overview,,,
1007_name,Ferry to Lin'an,,渡口乘船去霖安
1007_overview,,,
1007_options01_01,[Take the boat] I want to go to Lin'an City,,[乘船]我要前往霖安城
1007_options01_02,"[Say goodbye] Wait a minute, I have something else to deal with",,[告辞]等一下，还有事情处理
2001_name,Vacant,,空缺
2001_overview,Vacant,,空缺
2001_options01_01,Vacant,,空缺
2001_options01_02,Vacant,,空缺
M1301-1_name,Siege of the Dilapidated Temple,,破庙的围攻
M1301-1_overview,,,
M1301-1_option（1）_dialog,"The uncle in the village seems to be surrounded by enemies, what should I do?",,村子里的大叔看样子被仇人围住了，我该怎么办呢？
M1301-1_option（2）_dialog,"(This is a golden opportunity, what should I ask for?)",,（机不可失，我该提些什么要求呢？）
M1301-1_option（3）_dialog,I want to choose...,,我想选择……
M1301-1_options01_01,Help the down-and-out martial artist <color=#097a76>(Fight to the death)</color>,,帮助落魄的武师<color=#097a76>（死战）</color>
M1301-1_options01_02,"Better to avoid trouble, it's best to leave",,免得引火上身，走为上策
M1301-1_options02_01,"Help in emergency, sponsor some living expenses",,江湖救急，赞助点生活费呗
M1301-1_options02_02,Why don't you teach me some self-defense moves,,你不如传授我几招防身
M1301-1_options02_03,Give me a weapon as a souvenir,,送我一件兵器留作纪念吧
M1301-1_options02_04,How can I covet wealth when helping others?,,助人为乐怎能贪恋财物呢？
M1301-1_options03_01,Hand-to-hand combat skills,,徒手的功夫
M1301-1_options03_02,Swordsmanship,,耍剑的本领
M1301-1_options03_03,Knife dancing skills,,舞刀的技巧
M1301-1_options03_04,Spear and stick skills,,枪棒的本事
M1301-1_options04_01,A pair of Gloves,,一副拳套
M1301-1_options04_02,A long sword,,一柄长剑
M1301-1_options04_03,A big knife,,一口大刀
M1301-1_options04_04,A stick,,一杆棍棒
M1301-1_options05_01,Re-select,,重新选择
M1301-1_options05_02,No longer consider,,不再考虑
2003_name,Nameless village is attacked by wild boars,,无名小村遭遇野猪袭击
2004_name,Mysterious iron spearhead Open event,,神秘铁枪头开启事件
2004_options1_1,Hand over the <color=#c44b0e>Burning blade wine</color>,,交出<color=#c44b0e>烧刀子</color>
2004_1_name,Mysterious iron spearhead 1,,神秘铁枪头1
2004_1_overview,Maybe the <color=#c44b0e>blacksmith</color> knows something,,也许<color=#c44b0e>铁匠</color>知道些什么
2004_2_name,Mysterious iron spearhead 2,,神秘铁枪头2
2004_2_overview,Give the blacksmith a bowl of <color=#c44b0e>Burning blade wine</color>.,,给铁匠一碗<color=#c44b0e>烧刀子</color>。
2005_name,Improve relations with Lost Forest,,改善迷踪林的关系
2005_overview,Giving Lingzhi to the Wild Boar King might have unexpected effects,,送给野猪王灵芝也许有意想不到的效果
2005_options1_3,Think about it again,,再考虑下
2005_options1_2,Ignore it (<color=#c44b0e>irreversible</color>),,不予理会（<color=#c44b0e>不可逆</color>）
2005_options1_1,Hand over the <color=#c44b0e>Lingzhi</color>,,交出<color=#c44b0e>灵芝</color>
2006_name,Improve relations with Wild Wolf Valley,,改善与野狼谷的关系
2006_overview,Giving 10 pieces of Wild boar meat to Wolf King Xiao Yue might have unexpected effects,,送给狼王啸月野猪肉10个也许有意想不到的效果
2006_options1_3,Think about it again,,再考虑下
2006_options1_2,Ignore it (<color=#c44b0e>irreversible</color>),,不予理会（<color=#c44b0e>不可逆</color>）
2006_options1_1,Hand over <color=#c44b0e>10 pieces of Wild boar meat</color>,,交出<color=#c44b0e>野猪肉10个</color>
2007_name,,,
2007_overview,,,
2007_overview_1,,,
2008_name,Trouble in Lost Forest,,迷踪林的麻烦
2008_overview,Head to the Lost Forest to deal with the <color=#c44b0e>Wild Boar King·Gang Lie</color> deep in the woods,,前往迷踪林解决树林深处的<color=#c44b0e>野猪王·刚烈</color>
2008_overview_1,Return to the village and tell <color=#c44b0e>Village Head</color> that Gang Lie has been dealt with,,回村中告诉<color=#c44b0e>村长</color>刚烈已经解决
2008_detail,——,,——
2009_name,Rescue Liu Xiao Bao,,解救刘小宝
2009_overview,Go to Blue Wind Camp to rescue Liu Xiao Bao,,去青风寨解救刘小宝
2010_name,Sell Wild boar meat,,卖野猪肉
2010_overview,,,
2010_options01_01,Choose to sell for money,,选择卖钱
2010_options01_02,Choose not to take money,,选择不要钱
2010_options01_03,[Run away] Don't want to sell!,,[离开]不想卖！
2011_name,News about Lingzhi,,灵芝的消息
2011_overview,Heard there's a Lingzhi under a special big tree in Lost Forest,,听说迷踪林一颗特殊大树下有一株灵芝
2012_name,Village Head's Secret chamber,,村长的密室
2012_overview,"There's a Secret chamber in the Village head's house - Bedroom, use the Dragon key to open the Chest in the Secret chamber",,村长家卧房中有一件密室，用蟠龙钥匙可以开启密室中的宝箱
2013_name,Wolf King of the Wild Wolf Valley,,野狼谷的狼王
2013_options1,Give the hunter the <color=#c44b0e>Wolf king fang</color>,,给猎户<color=#c44b0e>狼王牙</color>
2013_options2,Don't give,,不给
2014_name,Xiao Bao's Wooden sword,,小宝的木剑
2014_overview_1,"Xiao Bao admires you a lot, go have a chat with Xiao Bao",,小宝很崇拜你，去找小宝聊一聊
2014_overview_2,Go see the Woodcutter and see if there's a solution,,去找樵夫看看有什么办法
2014_overview_3,Find a piece of <color=#c44b0e>firewood</color> and give it to the Woodcutter,,寻找一块<color=#c44b0e>柴禾</color>交给樵夫
2014_overview_4,Find the Woodcutter again later,,过阵子再找樵夫
2014_overview_5,Give the <color=#c44b0e>Wooden sword</color> to Xiao Bao,,将<color=#c44b0e>木剑</color>交给小宝
2015_name,Blacksmith's request,,铁匠的请求
2015_overview_1,Have a chat with the blacksmith,,与铁匠聊聊
2015_overview_2,Go to the <color=#c44b0e>village well</color> to fetch water,,去<color=#c44b0e>村里的水井边</color>打水
2015_overview_3,Give the fetched water to the blacksmith,,将打到的水给铁匠
2016_name,Village Head's request,,村长的请求
2016_overview_1,Village Head seems to have something to ask,,村长似乎有事儿相求
2016_overview_2,Stay at the Village head's house until the Village Head returns,,在村长家看家，直到村长回来
2016_options1,Gladly accept,,欣然应允
2016_options2,Politely decline,,委婉拒绝
2016_options3,Wait a bit longer,,继续等等
2016_options4,Decisively leave,,毅然离去
2016_3_options_1,Look around,,四处翻看
2016_3_options_2,Wait patiently,,耐心等候
2016_3_options_3,Take a nap,,打盹片刻
M1200-2_options_1,Eat and drink together!,,一起吃喝！
M1200-2_options_2,Leave first due to other matters.,,有事先走。
M1200-3_1_options_1,Join the Blue Wind Camp.,,加入青风寨。
M1200-3_1_options_2,Force your way in.,,强行硬闯。
M1200-3_4_options_1,Offer the Wolf king skin.<color=#097a76>(Wolf king skin)</color>,,进献狼王皮。<color=#097a76>（狼王皮）</color>
M1200-3_4_options_2,Test of Strength.<color=#097a76>(Strength)</color>,,臂力比试。<color=#097a76>（臂力）</color>
M1200-3_4_options_3,Test of combat.<color=#097a76>(Solo fight)</color>,,武力比试。<color=#097a76>（主角单挑）</color>
M1200-4_name,Investigate <color=#c44b0e>Second in command</color>.,,调查<color=#c44b0e>二当家</color>。
M1200-4_overview_1,Further improve relations with <color=#c44b0e>Leader</color>.,,与<color=#c44b0e>大当家</color>进一步提升关系。
M1200-4_overview_2,Check out the small path on the right side of the camp at night.,,晚上去山寨右侧小路看看。
M1200-5_name,Second in command's secret,,二当家的秘密
M1200-5_overview_1,Further improve relations with <color=#c44b0e>Second in command</color>.,,与<color=#c44b0e>二当家</color>进一步提升关系。
M1200-5_overview_2,Join forces with <color=#c44b0e>Second in command</color> to kill the Leader.,,与<color=#c44b0e>二当家</color>合力击杀大当家。
M1200-5_overview_3,Chat with <color=#c44b0e>Second in command</color>.,,与<color=#c44b0e>二当家</color>聊聊。
M1200-5_1_options_1,Agree with Second in command.,,答应二当家。
M1200-5_1_options_2,Refuse Second in command.,,拒绝二当家。
M1200-6_name,Discovered by the dog,,被狗发现
3001_name,First time going to Wild Wolf Valley from Hanging bridge,,首次从吊桥去野狼谷
3001_options01_01,[Item] Use a rope to climb down,,[道具]用绳索爬下去
3001_options01_02,[Attribute] Use Qinggong to jump down,,[属性]施展轻功跳下去
3001_options01_03,"[Run away] Not interested, better to run away",,[离开]没啥兴趣，还是离开吧
3002_name,Going to Wild Wolf Valley from Hanging bridge again,,再次从吊桥去野狼谷
3003_name,Rescue the Woodcutter,,解救樵夫
3003_options1,Go to rescue,,前往解救
3003_options2,Ignore,,坐视不理
3004_name,Dog at the hunter's door,,猎户门口的狗
3005_name,Ask Bao Dating from Nameless village for information,,跟无名小村包打听打听消息
3005_options1_1,Around Nameless village,,无名小村周边
3005_options1_2,How to make money,,如何挣钱
3005_options1_3,Blue Wind Camp,,青风寨
3005_options1_5,Say goodbye,,告辞
3005_options1_1(1),Wild Wolf Valley,,野狼谷
3005_options1_1(2),Lost Forest,,迷踪林
3005_options1_1(3),"Never mind, I want to ask something else",,算了，我想问点其他的
3008_name,"Knowing that Tong Daofu destroyed Blue Wind Camp, go to scavenge.",,知道佟道辅灭青风寨，去捡漏
3008_options01_01,[Item] Feed him <color=#c44b0e>Lingzhi</color> for HP recovery,,[道具]给他服食<color=#c44b0e>灵芝</color>恢复气血
3008_options01_02,[Attribute] Use <color=#c44b0e>500MP</color> to heal him,,[属性]消耗<color=#c44b0e>500内力</color>救治他
3008_options01_03,"Helpless, can't do anything",,无能为力，爱莫能助
M1400-3_name,Bandits in Lost Forest are surrounded by wild boars,,迷踪林匪兵被野猪包围
M1400-3_options1_1,"I don't care about them, it's a good thing if these bandits die here!",,才不管他们，这些山贼要是死在这里也是个好事！
M1400-3_options1_2,"I can't just watch people die, I have to help.<color=#c44b0e>(Specific Battle)</color>",,不能眼睁睁看着人死，我得出手帮忙。<color=#c44b0e>（特定战斗）</color>
3010_name,Abandoned Temple Fist,,破庙拳法
3011_name,Read the Sword Tombstone,,阅读剑冢石碑
3011_options1_1,Try to read the tombstone,,尝试阅读石碑
3011_options2_1,Worship and bow,,崇拜磕头
3011_options2_2,Nothing special,,不过如此
3014_name,Boatman refuses to ferry,,艄公拒载
3015_name,First time climbing vines in Wild Wolf Valley,,首次从野狼谷爬蔓藤
3015_options01_01,[Climb] Climb the vine to get out,,[攀爬]顺着蔓藤爬到出去
3015_options01_02,[Stay] There are things to be resolved here,,[留下]还有事情要留下来解决
3016_name,Climbing vines in Wild Wolf Valley again,,再次从野狼谷爬蔓藤
3017_name,Monster hunting in Lost Forest,,迷踪林刷怪
3017_options1,Continue Info,,继续查看
3017_options2,Run away quickly,,赶快逃走
3018_name,Monster hunting in Lost Forest,,迷踪林刷怪
3018_options1,Continue Info,,继续查看
3018_options2,Run away quickly,,赶快逃走
3019_name,"Start the plot, gossip with the farmer outside the door",,承接剧情，出门被菜农八卦
3020_name,Ask the farmer where to get vegetables to sell,,向菜农打听到哪弄菜卖
3021_name,Ask the butcher where to get meat to sell,,向屠夫打听到哪弄肉卖
3022_name,Ask Void about his origin,,跟虚空打听他的来历
3023_name,"Ask the woman about making money, she refuses to tell",,跟妇人打听赚钱营生，妇人不肯告诉
3024_name,The woman tells you there are Lingzhi under the big tree in Lost Forest,,妇人告知迷踪林大树下有灵芝
3025_name,"Scolded for being idle, despising knights",,被斥责不务正业，游手好闲，鄙视侠客
3026_name,Complain about the Iron Ban,,吐槽禁铁令
3027_name,Scold the protagonist for giving Xiao Bao a Wooden sword,,斥责主角给小宝木剑
M1500-1_name,Treasure in Wild Wolf Valley,,野狼谷宝藏
M1500-1_overview_1,Go to the withered tree in <color=#c44b0e>Wild Wolf Valley</color> for Info,,去<color=#c44b0e>野狼谷</color>枯树附近查看
3029_name,Eliminate Blue Wind Camp,,剿灭青风寨
3030_name,Enter Lost Forest Level reminder event,,进迷踪林等级提醒事件
3030_1_options_1,Not going for now,,暂时不去
3030_1_options_2,Insist on going,,执意前往
4001_name,Void begging for alms,,虚空化缘
4001_options01_1,[Item] Choose to give five pancakes,,[道具]选择给五个炊饼
4001_options01_2,[Item] Choose to give five bowls of Pork soup,,[道具]选择给五碗肉羹汤
4001_options01_3,[Run away] Excuse yourself and run away,,[离开]告辞离开
4002_name,Sandalwood prayer beads,,檀木念珠
4002_options01_1,[Item] Agree to give Sandalwood prayer beads to Void,,[道具]同意把檀木念珠交给虚空
4002_options01_2,[Refuse] Refuse to give Sandalwood prayer beads,,[拒绝]不同意交出檀木念珠
4005_name,Ye Yinping's obsession,,叶银瓶的执念
4005_options01_1,Exchange with martial arts Manual,,用武功秘籍来交换
4005_options01_2,Invite Ye Yinping to join your party,,邀请叶银瓶成为伙伴
4005_options01_3,Give it to Ye Yinping without any conditions,,不要任何条件，白送给叶银瓶
4005_options01_4,Not planning to transfer,,不打算转让
4010_name,Block the way,,一骑挡关
4010_overview,,,
4010_options01_01,[Battle] Fight for Ye Yinping,,[战斗]替叶银瓶出战
4010_options01_02,"[Silence] This is a private matter, it's not appropriate to interfere",,[沉默]这是人家私事，自己不便掺和
2013_overview_1,Go to Wild Wolf Valley to kill the <color=#c44b0e>Wolf King</color> with the hunter,,前往野狼谷与猎户一同击杀<color=#c44b0e>狼王</color>
2013_overview_2,"After improving your strength, go to Wild Wolf Valley to kill the <color=#c44b0e>Wolf King</color> with the hunter",,提升实力后，前往野狼谷与猎户一同击杀<color=#c44b0e>狼王</color>
2013_overview_3,The hunter seems to have something to say to you,,猎户似乎有话对你说
2013_overview_4,Meet the hunter at the Hanging bridge outside the village,,去村外吊桥与猎户汇合
3005_options1_4,Stay at the inn (50 coins),,住店（50文）
3031_name,Talk to the butcher,,与屠夫谈谈
3031_overview,"Collected enough meat, go talk to the butcher",,收集到了足够的肉，去与屠夫谈谈
3032_name,Talk to the hunter,,与猎户谈谈
3032_overview,"Collected enough skins, go talk to the hunter",,收集到了足够的皮，去与猎户谈谈
10001_option1,Improve Relations (Spend 1000 coins to improve 10 points of power Relations),,提升关系（消耗1000文提升10点势力关系）
10001_option2,Repair Relations (Spend 2000 coins to improve 10 points of power Relations),,修缮关系（消耗2000文提升10点势力关系）
10001_option3,Come to visit,,前来拜访
10001_option4,Force your way in (Battle will occur),,武力硬闯（发生战斗）
10001_option5,"Nothing to do, run away",,无事离开
10001_option6,Eliminate the sect,,剿灭门派
10100_option1_1,Ease Relations (Need to reach 50 Relations with Chai Wangsun),,缓和关系（需要与柴王孙关系达到50）
10100_option1_2,"Nothing to do, run away",,无事离开
10100_1option2_1,Ease Relations with <color=#c44b0e>Taoist Sect</color> (Spend 2 strings of coins),,缓和与<color=#c44b0e>道玄宗</color>的关系（消耗2贯钱）
10100_1option2_2,Ease Relations with <color=#c44b0e>Shifa Temple</color> (Spend 2 strings of coins),,缓和与<color=#c44b0e>释法寺</color>的关系（消耗2贯钱）
10100_1option2_3,Improve relations with <color=#c44b0e>Confucius Temple</color> (Costs 2 coins),,缓和与<color=#c44b0e>儒圣馆</color>的关系（消耗2贯钱）
10100_1option2_4,Improve relations with <color=#c44b0e>Nine Factions Sect</color> (Costs 2 coins),,缓和与<color=#c44b0e>九流门</color>的关系（消耗2贯钱）
10100_1option2_5,Improve relations with <color=#c44b0e>Ye Family Battalion</color> (Costs 2 coins),,缓和与<color=#c44b0e>叶家军</color>的关系（消耗2贯钱）
10100_1option2_6,Improve relations with <color=#c44b0e>Yelv Army</color> (Costs 2 coins),,缓和与<color=#c44b0e>耶律军</color>的关系（消耗2贯钱）
10100_1option2_7,Improve relations with <color=#c44b0e>Jiujiang Fotress</color> (Costs 2 coins),,缓和与<color=#c44b0e>九江水寨</color>的关系（消耗2贯钱）
10100_1option2_8,Improve relations with <color=#c44b0e>Linlang Academy</color> (Costs 2 coins),,缓和与<color=#c44b0e>琳琅书院</color>的关系（消耗2贯钱）
10100_1option2_9,Improve relations with <color=#c44b0e>Sword Mountain Villa</color> (Costs 2 coins),,缓和与<color=#c44b0e>藏剑山庄</color>的关系（消耗2贯钱）
10100_1option2_10,"Nothing to do, run away",,无事离开
10101_opotion1,Sign up for competition,,报名参赛
10101_opotion2,Think about it again,,再考虑下
10102_opotion1,Sign up for competition (200 coins),,报名参赛(200文)
10102_opotion2,Think about it again,,再考虑下
10200_option_1,Recover team's <color=#c44b0e>HP</color> (200 coins),,恢复全队<color=#c44b0e>生命</color>（200文）
10200_option_2,Recover team's <color=#c44b0e>MP</color> (200 coins),,恢复全队<color=#c44b0e>内力</color>（200文）
10200_option_3,Remove team's <color=#c44b0e>serious injuries</color> (400 coins),,解除全队<color=#c44b0e>重伤</color>（400文）
10200_option_4,Remove team's <color=#c44b0e>near-death status</color> (600 coins),,解除全队<color=#c44b0e>濒死</color>（600文）
10200_option_5,Remove other abnormalities (200 coins),,解除其他异常（200文）
10200_option_6,"Nothing to do, run away",,无事离开
10200_option_7,Remove team's <color=#c44b0e>blindness</color> (200 coins),,解除全队<color=#c44b0e>失明</color>（200文）
10200_option_8,Remove team's <color=#c44b0e>broken bones</color> (200 coins),,解除全队<color=#c44b0e>骨折</color>（200文）
10200_option_9,Remove team's <color=#c44b0e>poison sores</color> (200 coins),,解除全队<color=#c44b0e>毒疮</color>（200文）
10200_option_10,Remove team's <color=#c44b0e>confusion</color> (200 coins),,解除全队<color=#c44b0e>紊乱</color>（200文）
10200_option_11,Remove team's <color=#c44b0e>blood loss</color> (200 coins),,解除全队<color=#c44b0e>血亏</color>（200文）
10200_option_1a,Recover team's <color=#c44b0e>HP</color> (400 coins),,恢复全队<color=#c44b0e>生命</color>（400文）
10200_option_2a,Recover team's <color=#c44b0e>MP</color> (400 coins),,恢复全队<color=#c44b0e>内力</color>（400文）
