key,original,translation,context
Role1-2option1_dialog,"Could it be the plot where a mysterious master teaches a unique martial art?
Unfortunately, I can only choose one. Which one should I choose?",,"莫非触发了神秘高手传授绝世武功的桥段。
可惜只能三选一，我该选哪一本好呢？"
Role1-2option1_1,"<color=#097a76>""Armor Breaker Move""</color> Manual. (Yang-style internal strength, increases damage)",,<color=#097a76>《破甲劲》</color>秘籍。（阳性内功，提升伤害）
Role1-2option1_2,"<color=#097a76>""Wave Rider Technique""</color> Manual. (Yin-style internal strength, increases speed)",,<color=#097a76>《凌波诀》</color>秘籍。（阴性内功，提升出手速度）
Role1-2option1_3,"<color=#097a76>""Revitalization Technique""</color> Manual. (Balanced internal strength, recovers HP)",,<color=#097a76>《回春术》</color>秘籍。（调和内功，恢复生命）
Role1-2option1_4,It's more appropriate to take all the money on you.,,还是把你身上的钱都给我比较合适。
Role1-2option1_5,It's more appropriate to share half of the credit for capturing the female thief.,,把擒拿女贼的功劳分我一半比较合适。
Role1-2option2_1,Untie her and let her go.,,给她松绑，放她离去。
Role1-2option2_2,Untie her and let her go.,,给她松绑，放她离去。
Role1-2option2_3,Quietly run away.,,默默离开。
Role1-3name,The first night in the martial world,,江湖第一夜
Role1-3overview1,Rest for three shichen inside the dilapidated temple while waiting for Luo Qianxue to heal her injuries.,,在破庙内休息三个时辰，等待洛千雪运功疗伤。
Role1-3overview2,Rest for three shichen inside the dilapidated temple while waiting for Luo Qianxue to heal her injuries.,,在破庙内休息三个时辰，等待华青青运功疗伤。
Role1-3-3option1_1,Help her untie the rope.,,帮她解开绳子。
Role1-3-3option1_2,"Be thorough in your actions, leave no survivors.",,做事要做绝，不能留下活口。
Role1-3-3option1_3,Think again about what to do.,,再思考一下要怎么做。
Role1-3-3option1_4,Help her untie the rope.,,帮她解开绳子。
Role1-4name,Forage in the forest,,树林寻食
Role1-4-1name,Forage to stave off hunger,,觅食充饥
Role1-4overview1,Hunt some wild game in the Lost Forest to stave off hunger.,,去迷踪林里打些野味充饥。
Role1-4overview2,Collect 5 <color=#c44b0e>berries</color>.,,收集5枚<color=#c44b0e>浆果</color>。
Role1-4overview3,Bring the 5 berries you picked back to the Dilapidated Temple.,,把采到的5枚浆果带回破庙。
Role1-4overview4,Bring the Snake meat you got back to the Dilapidated Temple.,,把得到的蛇肉带回破庙。
Role1-4option1_dialog,Let me see what you've gained from this trip.,,让我看看你这一趟都有什么收获吧。
Role1-4option1_1,Hand over 5 berries.<color=#097a76>(5 bunches of berries)</color>,,交出5枚浆果。<color=#097a76>（浆果5串）</color>
Role1-4option1_2,Hand over 1 piece of Snake meat.<color=#097a76>(1 portion of Snake meat)</color>,,交出1块蛇肉。<color=#097a76>（蛇肉1份）</color>
Role1-4option1_3,Hand over 1 piece of Wild boar meat.<color=#097a76>(1 portion of Wild boar meat)</color>,,交出1块野猪肉。<color=#097a76>（野猪肉1份） </color>
Role1-4option1_4,"I'm sorry, I really couldn't find anything edible...",,对不起，实在是没找到什么能吃的东西……
Role1-4-1overview1,Find some food in the forest to replenish Stamina.,,去树林里找些吃的补充体力。
Role1-5_option1_dialog,What do you want to know?,,你想要了解些什么？
Role1-5-1_option1_1,Inquire about the origin of Nest of Swallow.,,询问燕子窝的来历。
Role1-5-1_option1_2,Ask what can be learned from Nest of Swallow.,,询问燕子窝能学到什么。
Role1-5-1_option1_3,Agree to join Nest of Swallow.<color=#0574a8>[Join the sect]</color>,,同意加入燕子窝。<color=#0574a8>【拜入门派】</color>
Role1-5-1_option1_4,Don't want to join for now.,,暂时不想加入。
Role1-5-3_option1_1,"Go ahead and make your move!<color=#097a76>(2 ke, Stamina 10, solo fight)</color>",,尽管出手吧！<color=#097a76>（2刻，体力10，主角单挑）</color>
Role1-5-3_option1_2,Not ready yet.,,还没准备好。
Role1-6name,Explore the Nameless Village,,游历无名小村
Role1-6overview1,"Head to the Nameless village. Perhaps, you can <color=#c44b0e>inquire</color> about a way to leave this place.",,前往无名小村，那里说不定能<color=#c44b0e>打听</color>到离开此地的办法。
Role1-6overview2,"If you want to travel elsewhere, first settle in the Nameless Village and wait for the horse carriage to arrive.",,若想前往外地，先在无名小村落脚，等候马车到来。
Role1-6overview3,"The Horse carriage has arrived at the village entrance, you can set off for other towns if you want.",,马车已经达到村口，若要前往其他城镇可以启程了。
Role1-5-2_option1_1,Inquire about the origin of the Crime Investigation Bureau.,,询问神捕门的来历.
Role1-5-2_option1_2,Ask what can be learned from the Crime Investigation Bureau.,,询问神捕门能学到什么。
Role1-5-2_option1_3,Agree to join the Crime Investigation Bureau<color=#0574a8>[Join the sect]</color>,,同意加入神捕门<color=#0574a8>【拜入门派】</color>
Role1-5-2_option1_4,Don't want to join for now.,,暂时不想加入。
Role1-6-2_option1_1,Zhongzhou Region·Daliang City.<color=#097a76>(12 shichen)</color>,,中州地区·大梁城。<color=#097a76>（12个时辰）</color>
Role1-6-2_option1_2,Wuyue Region·Lin'an City.<color=#097a76>(12 shichen)</color>,,吴越地区·霖安城。<color=#097a76>（12个时辰）</color>
Role1-6-2_option1_3,Xiangfan Region·Chuxiang City.<color=#097a76>(12 shichen)</color><color=#0574a8>[Recommended]</color>,,襄樊地区·楚襄城。<color=#097a76>（12个时辰）</color><color=#0574a8>【优先推荐】</color>
Role1-6-2_option1_4,Don't want to go anywhere for now.,,暂时哪也不想去。
Role1-6-3_option1_dialog,"Young man, where are you planning to go this time?",,小哥，这次打算去哪呀？
Role1-6-3_option1_1,"Zhongzhou Region·Daliang City.<color=#097a76>(500 wen, 12 shichen)</color>",,中州地区·大梁城。<color=#097a76>（500文、12个时辰）</color>
Role1-6-3_option1_2,"Wuyue Region·Lin'an City.<color=#097a76>(500 wen, 12 shichen)</color>",,吴越地区·霖安城。<color=#097a76>（500文、12个时辰）</color>
Role1-6-3_option1_3,"Xiangfan Region·Chuxiang City.<color=#097a76>(500 wen, 12 shichen)</color><color=#0574a8>[Recommended]</color>",,襄樊地区·楚襄城。<color=#097a76>（500文、12个时辰）</color><color=#0574a8>【优先推荐】</color>
Role1-6-3_option1_5,"Nameless Region·Nameless village.<color=#097a76>(500 wen, 12 shichen)</color>",,无名地区·无名小村。<color=#097a76>（500文、12个时辰）</color>
Role1-6-2_option2_1,Set off now!,,确定出发！
Role1-6-2_option2_2,Let me think about it.,,我再想想。
Role1-7name,Join a sect,,拜入门派
Role1-7_overview1,"· Pass various stages of tests to gain talents and unique skills.
· Maintain good relations with senior sect members to request martial arts.
· Complete sect bulletin board tasks to improve sect relations.
· Leaving the sect voluntarily will result in punishment, unless you pass the final test perfectly.",,"· 完成各阶段考验可获得天赋、绝招。
· 与同门前辈搞好关系可请教武功。
· 完成门派布告板任务可提升门派关系。
· 主动退出门派会遭受惩罚，除非通过最终考验完美出师。"
Role1-7-1name,Sect life,,门派生涯
Role1-7-1_overview1,"Train to level <color=#097a76>20</color> in the sect. You can use wooden dummies for training, or spar with training disciples.",,在门派中练功升到<color=#097a76>20级</color>。可使用木人桩练功，或者找练功弟子切磋。
Role1-7-1_overview2,"When sect relations reach <color=#097a76>30</color>, pass the sect test, and the sect leader will teach you the sect's talent.",,门派关系达到<color=#097a76>30</color>，通过门派考验，掌门传授本门天赋。
Role1-7-1_overview3,"When sect relations reach <color=#097a76>60</color>, pass the sect test, and the sect leader will teach you the sect's unique skill.",,门派关系达到<color=#097a76>60</color>，通过门派考验，掌门传授本门绝招。
Role1-7-1_overview4,"When the sect leader's relations reach <color=#097a76>80</color>, you can request the sect's most powerful martial arts from him.",,掌门关系达到<color=#097a76>80</color>可向其请教本门最厉害的武功。
Role1-7-1_overview5,"When sect relations reach <color=#097a76>100</color>, pass the sect test to graduate perfectly and leave the sect.",,门派关系达到<color=#097a76>100</color>，通过门派考验可完美出师，离开门派。
Role1-5name,Three-day appointment,,三日之约
Role1-5overview1,Return to the Dilapidated Temple to meet Hua Qingqing in three days.,,三天后回到破庙和华青青相见。
Role1-5overview2,Return to the Dilapidated Temple to meet Luo Qianxue in three days.,,三天后回到破庙和洛千雪相见。
Role1-5overview3,"The appointed day has arrived, go to the Dilapidated Temple to meet Hua Qingqing.",,约定的日子到了，去破庙和华青青相见。
Role1-5overview4,"The appointed day has arrived, go to the Dilapidated Temple to meet Luo Qianxue.",,约定的日子到了，去破庙和洛千雪相见。
Role1-8name,Life in Jianghu,,人在江湖
Role1-8overview1,"Raise your fame to <color=#097a76>Famous</color>.
Complete bulletin board tasks or tasks commissioned by other characters to gain fame.",,"将名声提升到<color=#097a76>闻名遐迩</color>。
完成布告板，或其他角色委托的任务可获得名声。"
Role1-8overview2,"Raise your fame to <color=#097a76>Reputable</color>.
Complete bulletin board tasks or tasks commissioned by other characters to gain fame.",,"将名声提升到<color=#097a76>声名鹊起</color>。
完成布告板，或其他角色委托的任务可获得名声。"
Role1-8overview3,Raise your fame to <color=#097a76>Reputable</color> by completing tasks on the town bulletin board.,,通过完成城镇布告板的任务，将名声提升到<color=#097a76>声名鹊起</color>。
Role1-8overview4,Go to the <color=#097a76>Linlang Temple</color> in the Nameless Region to choose your future aspirations.,,可去无名地区的<color=#097a76>琳琅馆</color>，选择今后自己的志向。
Role1-9overview1,Become a Jianghu Master!,,成为武林盟主！
Role1-9overview2,Become the strongest person!,,成为最强之人！
Role1-9overview3,Become a respected hero!,,成为人人敬仰的大侠！
Role1-9overview4,I haven't decided yet.,,还没考虑好。
Role1-9-1name,Jianghu Master,,武林盟主
Role1-9-1overview1,"Become the champion of the <color=#097a76>Youth Hero Association</color> in any region, or reach <color=#097a76>Famous</color> fame.",,成为任一地区<color=#097a76>少年英雄会冠军</color>，或者名声达到<color=#097a76>闻名遐迩</color>。
Role1-9-1overview2,"When relations with any ordinary sect reach 100, complete its related events to get <color=#097a76>1 Earthly Fiend Card</color>.",,与任一普通门派势力交好，关系达到100时完成其相关事件，获得<color=#097a76>1枚地煞牌</color>。
Role1-9-1overview3,"When relations with any five ordinary sects reach 100, complete their related events to get <color=#097a76>5 Earthly Fiend Cards</color>.",,与任意五个普通门派势力交好，关系达到100时完成其相关事件，获得<color=#097a76>5枚地煞牌</color>。
Role1-9-1overview4,"When relations with any two major sects reach 100, complete their related events to get <color=#097a76>2 Heaven Spirits Cards</color>.",,与任意两个大门派势力交好，关系达到100时完成其相关事件，获得<color=#097a76>2枚天罡牌</color>。
Role1-9-1overview5,Sword Test Platform is holding a prestige conference.,,试剑台召开立威大会。
Role1-9-2name,The strongest person,,最强之人
Role1-9-2overview1,"Become the champion of the <color=#097a76>Youth Hero Association</color> in any region, or reach <color=#097a76>Reputable</color> Fame.",,成为任一地区<color=#097a76>少年英雄会冠军</color>，或者名声达到<color=#097a76>声名鹊起</color>。
Role1-9-2overview2,"Participate in the <color=#097a76>Grand Championship</color> of the Youth Hero Association co-hosted by three regions, or reach <color=#097a76>Rising Star</color> Fame.",,参加三地合办的少年英雄会<color=#097a76>总冠军</color>，或者名声达到<color=#097a76>后起之秀</color>。
Role1-9-2overview3,Challenge and defeat the leaders of any five ordinary sects.,,挑战任意五个普通门派掌门，取得胜利。
Role1-9-2overview4,Challenge and defeat the leaders of the four major sects of the Three Religions and Nine Streams.,,挑战三教九流四大门派掌门，取得胜利。
Role1-9-2overview5,Participate in the Peak Swordsmanship Conference.,,参加顶峰论剑大会。
Role1-9-3name,Great Hero,,侠之大者
Role1-9-3overview1,Reach 100 Relations in any town.,,任一城镇关系达到100。
Role1-9-3overview2,"Reach 100 Relations in Daliang, Lin'an, and Chuxiang.",,大梁、霖安、楚襄三城关系达到100。
Role1-9-3overview3,Clear the Japanese trouble in Lin'an City.,,清除霖安城倭患。
Role1-9-3overview4,Go north to rescue the emperor.,,北上解救皇上。
Role1-9-3overview5,Relieve the danger of Chuxiang City.,,解除楚襄城之危。
Role2-1name,Visit the Pacifying Envoy,,拜会安抚使
Role2-1overview1,Go to <color=#c44b0e>Chuxiang City</color> and deliver the letter to <color=#c44b0e>Pacifying Envoy·Lü Wenhuan</color>.,,前往<color=#c44b0e>楚襄城</color>，把信件交给<color=#c44b0e>安抚使·吕文桓</color>。
Role2-1overview2,"To meet the Pacifying Envoy smoothly, first reach <color=#c44b0e>Close</color> Relations with the housekeeper.",,想顺利见到安抚使，就先跟管家的关系达到<color=#c44b0e>亲密</color>。
Role2-1overview3,"To meet Lü Wenhuan, you need to Invite <color=#c44b0e>Lü Zixu</color>, or get the <color=#c44b0e>Luminous cup</color>.",,想要见吕文桓一面，需邀请到<color=#c44b0e>吕子虚</color>，或者搞到<color=#c44b0e>夜光杯</color>。
Role2-1overview4,Deliver the <color=#c44b0e>Luminous cup</color> to the General's mansion.,,把<color=#c44b0e>夜光杯</color>送到将军府。
Role2-1overview5,Go to the General's mansion with <color=#c44b0e>Lü Zixu</color>.,,和<color=#c44b0e>吕子虚</color>一起前往将军府。
Role2-2_option1_1,Ready! <color=#097a76>(Specific battle)</color>,,准备好了！<color=#097a76>（特定战斗）</color>
Role2-2_option1_2,Not ready yet.,,还没准备好。
Role2-20_name,Beside the couch,,卧榻之侧
Role2-20_overview1,Eliminate the Dirty Street forces!,,消灭脏街势力！
Role2-20_overview2,Tell Lü Wenhuan that the Dirty Street has been eliminated.,,把脏街已经消灭的消息告诉吕文桓。
Role2-21_name,Deliver letter,,送信
Role2-21_option1_1,Absolutely cannot surrender!,,坚决不能投降！
Role2-21_option1_2,Surrender is not necessarily a bad idea.,,投降也未尝不可。
Role2-21_overview1,Go to the Palace Camp in Yanguo and deliver the letter to Wanyan Wuzhu!,,前往燕国行辕大营，把书信交给完颜乌珠！
Role2-21_overview2,Tell Lü Wenhuan about Wanyan Wuzhu's reply.,,把完颜乌珠的答复告知吕文桓。
Role2-21_overview3,Tell Lü Wenhuan about what happened at the Palace Camp.,,把行辕大营发生的事情告知吕文桓。
Role2-23_name,Dangerous as a pile of eggs,,危如累卵
Role2-23_overview1,There are <color=#c44b0e>five</color> days left before the Yan army besieges Chuxiang City.,,距离燕军围困楚襄城还有<color=#c44b0e>五</color>天。
Role2-23_overview2,There are <color=#c44b0e>four</color> days left before the Yan army besieges Chuxiang City.,,距离燕军围困楚襄城还有<color=#c44b0e>四</color>天。
Role2-23_overview3,There are <color=#c44b0e>three</color> days left before the Yan army besieges Chuxiang City.,,距离燕军围困楚襄城还有<color=#c44b0e>三</color>天。
Role2-23_overview4,There are <color=#c44b0e>two</color> days left before the Yan army besieges Chuxiang City.,,距离燕军围困楚襄城还有<color=#c44b0e>二</color>天。
Role2-23_overview5,There is <color=#c44b0e>one</color> day left before the Yan army besieges Chuxiang City.,,距离燕军围困楚襄城还有<color=#c44b0e>一</color>天。
Role2-23_overview6,"Chuxiang City is besieged by the Yan army, and the danger is imminent.",,楚襄城已被燕军围困，危在旦夕。
Role2-30-0_option1_1,Go out of the city to meet the enemy!,,出城迎敌！
Role2-30-0_option1_2,Just watch the changes.,,静观其变。
Role2-30-1_option1_1,Go to the rescue!,,前往救援！
Role2-30-1_option1_2,Run away in the distance.,,远远离开。
Role2-30-2_option1_1,Go outside the city to defeat the Yan army!,,前往城外击溃燕军！
Role2-30-2_option1_2,Run away in the distance.,,远远离开。
Role2-31-2_option1_1,Join Yan country and pledge loyalty to Wanyan Wuzhu!,,投靠燕国，效忠完颜乌珠！
Role2-31-2_option1_2,"Refuse to be wooed, swear to death not to surrender! <color=#c44b0e>(Start the war directly)</color>",,拒绝拉拢，誓死不降！<color=#c44b0e>（直接开战）</color>
Role3-1_option1_1,Discipline the soldiers of the General's mansion.<color=#c44b0e>(Specific battle)</color>,,教训将军府士兵。<color=#c44b0e>（特定战斗）</color>
Role3-1_option1_2,Just watch the changes.,,静观其变。
Role3-2_NPCname,Soldiers,,众士兵
Role3-2_option1_1,"Join the Ye Family Battalion, swear allegiance to the death!",,加入叶家军，誓死效忠！
Role3-2_option1_2,Let me think about it.,,再考虑考虑。
Role3-4_name,Ye Family Battalion training,,叶家军练兵
Role3-4_overview1,Martial arts Formation Breaker Spear reaches the sixth level or personal strength reaches level 25.,,武功破阵大枪升到第六重或者个人实力达到25级。
Role3-4_overview2,Pass the assessment of the main general of the Beiwei Army.,,通过背嵬军·主将的考核。
Role3-4_option1_1,Ready! <color=#097a76>(Specific battle)</color>,,准备好了！<color=#097a76>（特定战斗）</color>
Role3-4_option1_2,Not ready yet.,,还没准备好。
Role3-5_name,Camp competition,,军营小较
Role3-5_overview1,Find the main general of the Beiwei Army to sign up for the camp competition.,,找背嵬军·主将报名参加军营小较。
Role3-5_option1_1,Ready!,,准备好了！
Role3-5_option1_2,Not ready yet.,,还没准备好。
Role3-6_option1_1,Keep moving!,,继续前行！
Role3-6_option1_2,Stop moving.,,停止前行。
Role3-7_option1_1,"New recruits' single combat training.<color=#097a76>(Stamina10, 2 Ke, solo fight)</color>",,新兵单人对练。<color=#097a76>（体力10，2刻，主角单挑）</color>
Role3-7_option1_2,"Team combat training.<color=#097a76>(Stamina10, 2 Ke, specific battle, only the protagonist fights)</color>",,多人组队对抗。<color=#097a76>（体力10，2刻，特定战斗，仅主角出战）</color>
Role3-7_option1_3,"Large team combat training.<color=#097a76>(Stamina10, 2 Ke, specific battle, only the protagonist fights)</color>",,大型团队实战。<color=#097a76>（体力10，2刻，特定战斗，仅主角出战）</color>
Role3-7_option1_4,"One against a thousand combat training.<color=#097a76>(Stamina10, 2 Ke, specific battle, only the protagonist fights)</color>",,一骑当千实战。<color=#097a76>（体力10，2刻，特定战斗，仅主角出战）</color>
Role3-7_option1_5,Not ready yet.,,还没准备好。
Role3-7-1_option1_1,"One against three combat training.<color=#097a76>(Stamina10, 2 Ke, specific battle, only the protagonist fights)</color>",,以一挡三。<color=#097a76>（体力10，2刻，特定战斗，仅主角出战）</color>
Role3-7-1_option1_2,"One against ten combat training.<color=#097a76>(Stamina10, 2 Ke, specific battle, only the protagonist fights)</color>",,以一挡十。<color=#097a76>（体力10，2刻，特定战斗，仅主角出战）</color>
Role3-7-1_option1_3,"Accept all challengers!<color=#097a76>(Stamina10, 2 Ke, specific battle, only the protagonist fights)</color>",,来者不拒！<color=#097a76>（体力10，2刻，特定战斗，仅主角出战）</color>
Role3-8name,Pacify Xiangfan Region,,襄樊平寇
Role3-8_overview1,Eliminate the three bandit forces in Xiangfan Region.,,剿灭襄樊地区三股流寇势力。
Role3-8_overview2,Return to the Ye Family Battalion camp to report.,,返回叶家军大营复命。
Role3-9name,Recruit Blue Wind Camp,,招安青风寨
Role3-9overview1,Go to Blue Wind Camp to recruit Kong Dangjia.,,前往青风寨招安孔大当家。
Role3-9overview2,Return to the Ye Family Battalion camp to report.,,返回叶家军大营复命。
Role3-9overview3,Find Kong Yidao's acquaintances to help persuade.,,找来孔一刀的熟人帮忙劝导。
Role3-9_option1_1,Blue Wind Camp has been eliminated.,,青风寨已经被剿灭了。
Role3-9_option1_2,Abandon this task.,,放弃这个任务。
Role3-9_option1_3,Not planning to give up.,,不打算放弃。
Role3-10name,Recruit Nest of Swallow,,招安燕子窝
Role3-10overview1,Go to Nest of Swallow to recruit Bu Juechen.,,前往燕子窝招安步绝尘。
Role3-10overview2,Return to the Ye Family Battalion camp to report.,,返回叶家军大营复命。
Role3-10_option1_1,Choose 100 guan money.<color=#097a76>(100 guan)</color>,,选择100贯钱。<color=#097a76>（100贯）</color>
Role3-10_option1_2,Choose Lunar stone.<color=#097a76>(1 Lunar stone)</color>,,选择夜明珠。<color=#097a76>（夜明珠1颗）</color>
Role3-10_option1_3,Choose to eliminate Crime Investigation Bureau.<color=#097a76>(Eliminate Crime Investigation Bureau)</color>,,选择灭掉神捕门。<color=#097a76>（神捕门灭门）</color>
Role3-10_option1_4,"Teach the skill of Steal.<color=#097a76>(Stamina50, 1 shichen)</color>",,传授暗取的本事。<color=#097a76>（体力50，1个时辰）</color>
Role3-10_option1_5,Let me think about it.,,再考虑考虑。
Role3-10_option2_1,Bu Juechen is dead.,,步绝尘已死。
Role3-10_option2_2,Abandon this task.,,放弃这个任务。
Role3-10_option2_3,Not planning to give up.,,不打算放弃。
R10059-4_option1_1,Pay <color=#c44b0e>20 liang Scrap silver</color>.<color=#097a76>(20 liang Scrap silver)</color>,,缴纳<color=#c44b0e>20两碎银子</color>。<color=#097a76>（碎银子20两）</color>
R10059-4_option1_2,"Pay <color=#c44b0e>10 taels of Scrap silver</color>.<color=#097a76>(Scrap silver 10 taels, Persuade level 3 Advance)</color>",,缴纳<color=#c44b0e>10两碎银子</color>。<color=#097a76>（碎银子10两、口才达到3级融会贯通）</color>
R10059-4_option1_3,Challenge <color=#c44b0e>Group Dog Bite Elephant Formation</color>.<color=#097a76>(Specific battle)</color>,,挑战<color=#c44b0e>群狗咬象大阵</color>。<color=#097a76>（特定战斗）</color>
R10059-4_option1_4,Excuse oneself and run away,,告辞离开
Role3-11name,Kill wolves for their skins.,,杀狼取皮
Role3-11overview1,Head to Wild Wolf Valley and collect 10 Wolf skins.,,前往野狼谷，收集10张狼皮。
Role3-11overview2,Return to Ye Family Battalion camp and hand over the Wolf skins to the soldier at the Armory gate.,,返回叶家军大营，把狼皮交给武备库门前士兵。
Role3-11overview3,"If you have spare time, you can help the soldiers collect Wolf skins.",,若有闲暇，可帮士兵收集狼皮。
Role3-11_option1_1,Agree to help.,,同意帮忙。
Role3-11_option1_2,Not free for now.,,暂时没空。
Role3-12_name,Marshal summons,,元帅召见
Role3-12_overview1,Marshal Ye has something to find you.,,叶元帅有事找你。
Role3-14_option1_1,Suggest supporting Duke Kang.,,建议拥立康王。
Role3-14_option1_2,Disagree with supporting Duke Kang.,,不同意拥立康王。
